Payment_ID,Invoice_ID,Payment_Date,Amount_Paid,Payment_Method
PAY00533,INV00627,2025-10-02,4891,Cheque
PAY00534,INV00628,2024-12-02,7942,Cheque
PAY00535,INV00630,2026-01-14,18662,UPI
PAY00536,INV00633,2025-01-02,41194,Bank Transfer
PAY00537,INV00634,2025-05-04,5754,UPI
PAY00538,INV00635,2024-05-12,11298,Cheque
PAY00539,INV00636,2024-07-09,10858,Cheque
PAY00540,INV00637,2025-01-16,29588,UPI
PAY00541,INV00639,2025-12-27,27480,UPI
PAY00542,INV00640,2025-11-28,46169,Card
PAY00543,INV00642,2024-08-06,15362,Bank Transfer
PAY00544,INV00643,2025-01-31,20389,UPI
PAY00545,INV00644,2024-09-01,35654,Cheque
PAY00546,INV00645,2024-03-24,38152,UPI
PAY00547,INV00646,2024-10-12,46842,UPI
PAY00548,INV00647,2025-02-17,22252,Bank Transfer
PAY00549,INV00648,2025-07-09,12012,UPI
PAY00550,INV00651,2025-05-22,45663,Bank Transfer
PAY00551,INV00652,2026-02-13,8159,Cheque
PAY00552,INV00653,2025-02-20,21888,Cheque
PAY00553,INV00654,2025-07-08,18714,Card
PAY00554,INV00655,2025-12-29,34040,UPI
PAY00555,INV00656,2025-11-14,2155,Card
PAY00556,INV00657,2025-03-18,1298,UPI
PAY00557,INV00658,2025-09-04,14635,Card
PAY00558,INV00660,2025-06-10,27644,Bank Transfer
PAY00559,INV00661,2024-09-15,19442,Bank Transfer
PAY00560,INV00662,2025-10-31,6296,UPI
PAY00561,INV00663,2024-08-30,30785,Cheque
PAY00562,INV00664,2025-03-10,36798,UPI
PAY00563,INV00665,2025-09-19,30872,Cheque
PAY00564,INV00666,2025-02-07,42217,UPI
PAY00565,INV00667,2024-07-28,45578,Bank Transfer
PAY00566,INV00668,2024-11-27,4872,Card
PAY00567,INV00669,2025-05-30,41656,Bank Transfer
PAY00568,INV00670,2025-08-18,38200,Cheque
PAY00569,INV00671,2024-04-23,21450,Cheque
PAY00570,INV00672,2024-08-05,18369,UPI
PAY00571,INV00673,2024-11-21,35208,Cheque
PAY00572,INV00674,2025-10-25,6693,UPI
PAY00573,INV00675,2025-02-26,20231,UPI
PAY00574,INV00677,2024-08-14,18942,Card
PAY00575,INV00678,2024-07-09,14778,Cheque
PAY00576,INV00680,2025-08-29,36617,Card
PAY00577,INV00681,2024-04-17,5348,UPI
PAY00578,INV00683,2024-08-26,20467,Cheque
PAY00579,INV00684,2025-12-29,45591,Cheque
PAY00580,INV00688,2025-09-25,31241,Bank Transfer
PAY00581,INV00690,2024-07-12,13961,Cheque
PAY00582,INV00691,2025-01-21,6449,UPI
PAY00583,INV00692,2024-09-08,48246,Bank Transfer
PAY00584,INV00693,2025-09-06,35157,UPI
PAY00585,INV00694,2025-07-27,48036,Card
PAY00586,INV00695,2026-02-14,12632,Cheque
PAY00587,INV00696,2025-02-06,28293,Card
PAY00588,INV00697,2024-12-05,31033,Card
PAY00589,INV00698,2025-03-02,19392,Bank Transfer
PAY00590,INV00699,2025-07-07,25717,UPI
PAY00591,INV00700,2025-05-06,36801,Cheque
PAY00592,INV00701,2024-04-06,45007,Card
PAY00593,INV00702,2024-06-24,29208,Bank Transfer
PAY00594,INV00703,2024-06-26,26755,Cheque
PAY00595,INV00704,2025-02-11,22692,Bank Transfer
PAY00596,INV00705,2025-06-18,33209,UPI
PAY00597,INV00706,2025-12-23,23837,Card
PAY00598,INV00708,2024-07-09,32569,Cheque
PAY00599,INV00710,2026-01-17,12237,UPI
PAY00600,INV00711,2025-01-04,41344,Card
PAY00601,INV00712,2025-06-02,19738,UPI
PAY00602,INV00713,2025-02-12,36323,Card
PAY00603,INV00714,2024-06-19,29998,Card
PAY00604,INV00715,2024-03-06,12091,Cheque
PAY00605,INV00716,2025-04-27,20977,Bank Transfer
PAY00606,INV00717,2026-01-20,43758,Card
PAY00607,INV00718,2025-08-24,33706,Card
PAY00608,INV00719,2025-04-04,44834,UPI
PAY00609,INV00720,2024-04-16,3456,UPI
PAY00610,INV00721,2025-09-05,41470,Card
PAY00611,INV00722,2025-02-09,23520,Cheque
PAY00612,INV00723,2026-01-02,39332,Bank Transfer
PAY00613,INV00724,2024-12-22,22624,UPI
PAY00614,INV00725,2025-07-06,28187,UPI
PAY00615,INV00726,2026-01-27,39034,Card
PAY00616,INV00727,2025-03-31,38021,Bank Transfer
PAY00617,INV00728,2026-01-13,22517,UPI
PAY00618,INV00729,2025-11-25,10236,Bank Transfer
PAY00619,INV00730,2025-07-31,19332,Card
PAY00620,INV00731,2024-11-19,35935,Bank Transfer
PAY00621,INV00732,2025-02-06,4908,Card
PAY00622,INV00733,2024-09-15,5524,UPI
PAY00623,INV00734,2026-01-29,21035,UPI
PAY00624,INV00736,2024-03-26,46593,Card
PAY00625,INV00737,2026-02-10,31124,Card
PAY00626,INV00738,2025-10-08,41575,UPI
PAY00627,INV00739,2024-06-29,10361,Card
PAY00628,INV00740,2024-12-28,42045,UPI
PAY00629,INV00741,2025-01-21,11024,Cheque
PAY00630,INV00742,2024-09-26,10327,UPI
PAY00631,INV00743,2025-07-08,29082,Cheque
PAY00632,INV00744,2024-11-02,2409,Cheque
PAY00633,INV00746,2024-04-24,39926,Card
PAY00634,INV00748,2024-07-04,7835,Bank Transfer
PAY00635,INV00749,2026-01-10,34923,Cheque
PAY00636,INV00751,2025-04-26,49256,Cheque
PAY00637,INV00752,2024-05-15,8190,Bank Transfer
PAY00638,INV00753,2025-08-21,22706,Card
PAY00639,INV00754,2024-11-18,9996,UPI
PAY00640,INV00755,2025-01-02,28394,Bank Transfer
PAY00641,INV00756,2025-12-17,17079,UPI
PAY00642,INV00758,2025-05-09,543,UPI
PAY00643,INV00761,2025-11-20,2720,Card
PAY00644,INV00762,2025-03-29,47514,Cheque
PAY00645,INV00763,2024-12-26,4849,UPI
PAY00646,INV00764,2026-01-02,3914,Card
PAY00647,INV00765,2025-12-07,701,UPI
PAY00648,INV00766,2025-09-24,7763,Cheque
PAY00649,INV00768,2025-05-13,48680,UPI
PAY00650,INV00769,2024-11-05,6031,Card
PAY00651,INV00770,2025-03-18,15211,Cheque
PAY00652,INV00771,2024-05-06,13493,Bank Transfer
PAY00653,INV00772,2025-10-24,39847,UPI
PAY00654,INV00773,2025-09-09,1425,Card
PAY00655,INV00774,2025-12-28,8266,Cheque
PAY00656,INV00775,2024-11-01,49418,Card
PAY00657,INV00776,2024-11-05,6871,Cheque
PAY00658,INV00777,2024-08-13,10064,Cheque
PAY00659,INV00778,2025-05-27,24724,Card
PAY00660,INV00780,2026-01-28,45513,Card
PAY00661,INV00781,2025-10-01,5287,Bank Transfer
PAY00662,INV00782,2024-10-30,20483,Bank Transfer
PAY00663,INV00783,2024-12-05,41109,UPI
PAY00664,INV00784,2025-08-15,38542,Card
PAY00665,INV00785,2025-02-21,9145,Card
PAY00666,INV00786,2024-10-11,21030,Card
PAY00667,INV00787,2024-12-24,11335,UPI
PAY00668,INV00788,2025-01-11,11312,Cheque
PAY00669,INV00789,2026-01-07,29335,Bank Transfer
PAY00670,INV00790,2024-08-30,31318,Card
PAY00671,INV00791,2024-07-07,3173,Card
PAY00672,INV00795,2026-01-04,14419,Cheque
PAY00673,INV00796,2024-04-19,33144,Bank Transfer
PAY00674,INV00797,2026-02-28,8494,Bank Transfer
PAY00675,INV00798,2025-01-21,2392,Card
PAY00676,INV00799,2025-11-20,39441,Bank Transfer
PAY00677,INV00800,2025-11-29,19611,Cheque
PAY00678,INV00801,2024-04-17,19043,Bank Transfer
PAY00679,INV00802,2025-10-14,6565,Cheque
PAY00680,INV00804,2025-04-08,19173,Cheque
PAY00681,INV00805,2024-12-15,28835,Cheque
PAY00682,INV00806,2025-12-23,24581,Card
PAY00683,INV00807,2025-03-25,18095,Bank Transfer
PAY00684,INV00808,2025-05-12,40730,Card
PAY00685,INV00809,2024-05-17,16161,Cheque
PAY00686,INV00810,2025-07-21,41758,UPI
PAY00687,INV00811,2025-04-10,31800,
PAY00688,INV00812,2024-11-08,28531,Bank Transfer
PAY00689,INV00813,2024-05-07,7553,Bank Transfer
PAY00690,INV00816,2024-07-01,43857,Card
PAY00691,INV00817,2024-05-27,46662,Card
PAY00692,INV00819,2024-08-27,12629,UPI
PAY00693,INV00820,2025-11-30,28929,Card
PAY00694,INV00821,2024-03-08,43478,Card
PAY00695,INV00822,2026-01-17,39945,UPI
PAY00696,INV00823,2026-02-02,44743,Bank Transfer
PAY00697,INV00824,2024-05-29,13004,Cheque
PAY00698,INV00825,2024-03-19,32030,Cheque
PAY00699,INV00826,2025-12-26,13011,Cheque
PAY00700,INV00827,2025-03-27,8132,Card
PAY00701,INV00829,2024-10-10,19822,Bank Transfer
PAY00702,INV00831,2025-04-30,48805,UPI
PAY00703,INV00832,2025-07-17,32357,Card
PAY00704,INV00833,2024-05-17,1746,Bank Transfer
PAY00705,INV00834,2025-12-28,31520,UPI
PAY00706,INV00835,2026-01-21,1863,Card
PAY00707,INV00836,2025-05-16,33768,UPI
PAY00708,INV00837,2025-11-20,43554,Card
PAY00709,INV00838,2025-05-26,43262,Cheque
PAY00710,INV00839,2024-10-06,45765,Card
PAY00711,INV00840,2024-07-12,10744,Card
PAY00712,INV00841,2025-06-17,15882,Bank Transfer
PAY00713,INV00842,2024-11-20,44863,Bank Transfer
PAY00714,INV00843,2024-04-14,28721,Bank Transfer
PAY00715,INV00844,2024-09-13,13411,UPI
PAY00716,INV00845,2024-08-03,34276,Bank Transfer
PAY00717,INV00846,2025-05-27,5974,Bank Transfer
PAY00718,INV00847,2025-09-17,33746,Bank Transfer
PAY00719,INV00848,2024-10-07,10791,Card
PAY00720,INV00852,2024-10-13,22868,Bank Transfer
PAY00721,INV00853,2025-04-21,49969,Cheque
PAY00722,INV00854,2025-08-17,15454,Card
PAY00723,INV00857,2025-07-18,6056,Cheque
PAY00724,INV00858,2024-05-08,2930,Cheque
PAY00725,INV00859,2025-09-23,32653,UPI
PAY00726,INV00860,2025-04-30,46426,UPI
PAY00727,INV00861,2025-01-06,12548,Card
PAY00728,INV00862,2025-12-09,36179,Card
PAY00729,INV00864,2024-12-08,2922,Cheque
PAY00730,INV00865,2025-09-05,14507,UPI
PAY00731,INV00866,2025-03-13,10987,UPI
PAY00732,INV00867,2025-01-04,10330,UPI
PAY00733,INV00868,2026-01-08,23730,Bank Transfer
PAY00734,INV00869,2025-01-16,48790,Cheque
PAY00735,INV00871,2026-01-25,39529,UPI
PAY00736,INV00872,2025-11-05,9673,Cheque
PAY00737,INV00873,2025-02-17,38666,Card
PAY00738,INV00876,2024-10-04,5616,Card
PAY00739,INV00878,2025-08-19,20153,Card
PAY00740,INV00879,2024-08-09,33647,Card
PAY00741,INV00880,2026-02-28,35177,Card
PAY00742,INV00881,2024-04-05,5621,Card
PAY00743,INV00882,2024-06-30,37971,Cheque
PAY00744,INV00883,2025-03-12,25040,Bank Transfer
PAY00745,INV00884,2024-06-24,39141,UPI
PAY00746,INV00885,2024-10-04,32533,UPI
PAY00747,INV00886,2024-04-16,32034,Card
PAY00748,INV00888,2025-10-21,9578,Card
PAY00749,INV00889,2025-05-23,48201,Card
PAY00750,INV00890,2024-11-01,22716,Card
PAY00751,INV00893,2025-02-10,42781,Bank Transfer
PAY00752,INV00896,2024-01-31,17797,UPI
PAY00753,INV00898,2025-05-04,35466,Bank Transfer
PAY00754,INV00899,2024-02-19,29140,UPI
PAY00755,INV00900,2024-10-18,5008,Cheque
PAY00756,INV00901,2024-10-24,10607,Cheque
PAY00757,INV00902,2025-10-19,12392,UPI
PAY00758,INV00903,2024-05-26,9836,UPI
PAY00759,INV00904,2024-06-20,13774,Cheque
PAY00760,INV00905,2025-08-18,11878,Card
PAY00761,INV00906,2025-04-11,32230,Cheque
PAY00762,INV00907,2024-02-29,25953,Cheque
PAY00763,INV00908,2025-10-08,29727,Cheque
PAY00764,INV00909,2024-07-23,27628,Card
PAY00765,INV00910,2025-09-14,3238,UPI
PAY00766,INV00911,2024-08-07,2618,UPI
PAY00767,INV00913,2025-11-19,18936,Bank Transfer
PAY00768,INV00914,2024-05-04,46272,UPI
PAY00769,INV00915,2025-04-17,40506,UPI
PAY00770,INV00916,2024-12-30,30169,UPI
PAY00771,INV00917,2024-10-11,39789,Cheque
PAY00772,INV00918,2024-02-27,31729,Cheque
PAY00773,INV00919,2025-10-11,46591,Bank Transfer
PAY00774,INV00920,2026-01-31,5580,Card
PAY00775,INV00922,2025-03-05,17310,Cheque
PAY00776,INV00923,2024-02-06,49202,UPI
PAY00777,INV00924,2024-07-11,41475,Cheque
PAY00778,INV00925,2025-07-29,2911,Cheque
PAY00779,INV00926,2024-09-29,26457,Card
PAY00780,INV00927,2025-09-10,43743,Cheque
PAY00781,INV00928,2025-09-20,49388,Cheque
PAY00782,INV00929,2025-09-25,18478,Bank Transfer
PAY00783,INV00930,2026-03-18,35426,Card
PAY00784,INV00931,2025-05-27,14771,Card
PAY00785,INV00932,2025-04-15,8476,Card
PAY00786,INV00933,2025-07-10,47765,Card
PAY00787,INV00934,2025-05-20,838,Bank Transfer
PAY00788,INV00935,2025-10-01,48829,Card
PAY00789,INV00936,2024-04-15,13402,Bank Transfer
PAY00790,INV00937,2025-10-13,2326,UPI
PAY00791,INV00938,2024-10-14,7567,Bank Transfer
PAY00792,INV00939,2025-03-11,12258,Card
PAY00793,INV00940,2024-06-06,29758,Bank Transfer
PAY00794,INV00942,2024-04-05,2578,Card
PAY00795,INV00943,2024-06-26,4156,Card
PAY00796,INV00944,2024-07-10,49780,Bank Transfer
PAY00797,INV00946,2024-06-06,33221,UPI
PAY00798,INV00947,2024-09-09,7229,Bank Transfer
PAY00799,INV00948,2024-09-26,8756,UPI
PAY00800,INV00949,2025-07-16,41188,Cheque
PAY00801,INV00950,2024-03-23,8867,UPI
PAY00802,INV00951,2025-11-02,10043,UPI
PAY00803,INV00952,2025-03-06,34426,Cheque
PAY00804,INV00954,2025-01-09,13631,Bank Transfer
PAY00805,INV00955,2024-10-04,31677,UPI
PAY00806,INV00956,2025-11-04,22497,UPI
PAY00807,INV00957,2024-05-12,3265,Cheque
PAY00808,INV00958,2024-10-17,41389,UPI
PAY00809,INV00959,2025-01-29,26734,UPI
PAY00810,INV00960,2024-04-19,2467,UPI
PAY00811,INV00961,2024-09-12,20061,Cheque
PAY00812,INV00963,2024-08-03,36840,Bank Transfer
PAY00813,INV00965,2025-04-01,7772,UPI
PAY00814,INV00966,2024-10-30,24902,Card
PAY00815,INV00967,2026-01-16,8265,Cheque
PAY00816,INV00968,2025-08-31,46005,Card
PAY00817,INV00969,2024-10-21,40872,UPI
PAY00818,INV00970,2024-07-13,16698,Cheque
PAY00819,INV00971,2025-08-03,32546,Card
PAY00820,INV00972,2026-01-28,4751,UPI
PAY00821,INV00973,2025-08-02,12230,Card
PAY00822,INV00974,2025-07-25,18085,Bank Transfer
PAY00823,INV00977,2024-07-12,17180,Bank Transfer
PAY00824,INV00978,2025-05-27,23540,Card
PAY00825,INV00979,2025-11-19,28425,Card
PAY00826,INV00980,2025-06-29,18392,Card
PAY00827,INV00981,2024-11-27,5473,UPI
PAY00828,INV00982,2025-08-08,36325,Cheque
PAY00829,INV00983,2024-05-23,24108,UPI
PAY00830,INV00984,2026-01-29,16885,UPI
PAY00831,INV00985,2026-03-22,7164,UPI
PAY00832,INV00987,2025-05-26,43446,Cheque
PAY00833,INV00988,2025-03-06,15371,Card
PAY00834,INV00990,2025-05-24,6127,Card
PAY00835,INV00991,2026-02-13,14235,Bank Transfer
PAY00836,INV00992,2024-07-16,8911,Card
PAY00837,INV00993,2025-12-27,22770,Card
PAY00838,INV00994,2026-02-02,20137,Bank Transfer
PAY00839,INV00995,2024-07-09,22143,Card
PAY00840,INV00996,2024-09-03,4675,Card
PAY00841,INV00997,2025-02-14,30091,Bank Transfer
PAY00842,INV00998,2024-07-24,36735,Card
PAY00843,INV00999,2024-08-02,2686,Cheque
PAY00844,INV01000,2026-01-23,5086,Bank Transfer
PAY00845,INV01001,2025-01-01,26131,Cheque
PAY00846,INV01002,2025-04-11,49202,Cheque
PAY00847,INV01004,2025-05-30,40064,Cheque
PAY00848,INV01005,2026-01-05,18551,Card
PAY00849,INV01006,2025-05-14,16676,Card
PAY00850,INV01007,2025-06-30,3061,Card
PAY00851,INV01008,2026-02-22,19993,Card
PAY00852,INV01009,2024-09-19,48553,Cheque
PAY00853,INV01010,2025-08-17,26291,Cheque
PAY00854,INV01011,2024-08-16,41662,Bank Transfer
PAY00855,INV01012,2024-09-27,17341,Bank Transfer
PAY00856,INV01013,2024-06-21,21865,UPI
PAY00857,INV01014,2025-07-22,30788,Card
PAY00858,INV01016,2024-02-26,16923,UPI
PAY00859,INV01017,2025-06-19,30735,Cheque
PAY00860,INV01019,2024-07-05,1683,UPI
PAY00861,INV01020,2025-10-06,26114,Bank Transfer
PAY00862,INV01021,2024-10-29,29378,Bank Transfer
PAY00863,INV01022,2026-01-19,14666,Bank Transfer
PAY00864,INV01023,2026-01-01,29597,Bank Transfer
PAY00865,INV01024,2025-02-15,16864,Cheque
PAY00866,INV01025,2024-02-23,1170,Bank Transfer
PAY00867,INV01026,2024-06-04,11502,Card
PAY00868,INV01027,2024-05-27,21647,Cheque
PAY00869,INV01028,2025-08-15,28541,Bank Transfer
PAY00870,INV01029,2024-12-27,1482,Bank Transfer
PAY00871,INV01030,2024-09-16,14924,UPI
PAY00872,INV01031,2024-04-26,27441,Card
PAY00873,INV01032,2026-03-01,37803,UPI
PAY00874,INV01033,2026-01-16,34271,UPI
PAY00875,INV01034,2025-12-10,14932,UPI
PAY00876,INV01035,2025-12-19,29919,Cheque
PAY00877,INV01036,2025-11-26,1371,Bank Transfer
PAY00878,INV01038,2024-04-19,9514,Cheque
PAY00879,INV01039,2025-03-08,42576,Card
PAY00880,INV01040,2024-12-14,18727,Card
PAY00881,INV01042,2025-02-06,13988,Cheque
PAY00882,INV01043,2026-02-21,47653,UPI
PAY00883,INV01044,2025-06-22,896,Bank Transfer
PAY00884,INV01045,2024-08-03,36307,Bank Transfer
PAY00885,INV01046,2025-10-28,13893,Card
PAY00886,INV01047,2025-06-02,11258,Card
PAY00887,INV01048,2025-10-20,20364,Cheque
PAY00888,INV01049,2025-05-27,24065,Card
PAY00889,INV01050,2025-05-11,40437,Card
PAY00890,INV01052,2025-01-08,35705,UPI
PAY00891,INV01053,2025-06-18,30227,Card
PAY00892,INV01054,2024-12-26,47349,Cheque
PAY00893,INV01055,2024-04-09,48365,Card
PAY00894,INV01056,2025-04-26,49140,UPI
PAY00895,INV01058,2024-06-28,37567,UPI
PAY00896,INV01059,2025-03-31,46973,UPI
PAY00897,INV01060,2024-05-09,19093,Card
PAY00898,INV01061,2025-04-14,46805,Cheque
PAY00899,INV01062,2025-10-21,45134,Cheque
PAY00900,INV01063,2024-06-02,42731,Card
PAY00901,INV01064,2025-09-12,28468,Card
PAY00902,INV01065,2026-01-27,23153,UPI
PAY00903,INV01066,2025-05-27,6324,UPI
PAY00904,INV01067,2024-07-15,49568,UPI
PAY00905,INV01068,2024-08-29,603,Card
PAY00906,INV01069,2025-05-06,19396,Cheque
PAY00907,INV01070,2024-09-13,9303,Bank Transfer
PAY00908,INV01071,2025-08-24,12665,Cheque
PAY00909,INV01072,2025-04-28,15198,Cheque
PAY00910,INV01073,2024-11-10,25254,UPI
PAY00911,INV01074,2025-09-07,31819,Bank Transfer
PAY00912,INV01075,2024-10-11,44102,Bank Transfer
PAY00913,INV01076,2025-07-15,25119,Card
PAY00914,INV01077,2025-03-19,28644,UPI
PAY00915,INV01078,2024-11-05,44086,Bank Transfer
PAY00916,INV01079,2025-03-09,7065,Card
PAY00917,INV01080,2024-07-04,39946,UPI
PAY00918,INV01081,2026-02-08,24645,Card
PAY00919,INV01082,2025-06-02,12816,UPI
PAY00920,INV01083,2025-12-17,2593,Card
PAY00921,INV01084,2025-10-13,26725,UPI
PAY00922,INV01085,2025-07-14,34319,Cheque
PAY00923,INV01087,2025-06-15,8879,UPI
PAY00924,INV01088,2026-02-11,31092,Bank Transfer
PAY00925,INV01089,2026-01-13,16287,Bank Transfer
PAY00926,INV01090,2025-06-04,2415,Card
PAY00927,INV01091,2024-11-23,47631,Bank Transfer
PAY00928,INV01092,2024-07-18,42020,UPI
PAY00929,INV01093,2024-11-01,39866,Card
PAY00930,INV01095,2025-04-20,15150,Bank Transfer
PAY00931,INV01096,2024-05-08,49034,Bank Transfer
PAY00932,INV01097,2025-01-21,13593,UPI
PAY00933,INV01099,2025-01-29,16917,Cheque
PAY00934,INV01101,2024-07-21,14846,Cheque
PAY00935,INV01102,2024-12-10,49459,Bank Transfer
PAY00936,INV01103,2025-02-01,12502,Card
PAY00937,INV01104,2024-09-26,19603,Bank Transfer
PAY00938,INV01105,2024-12-31,47473,Bank Transfer
PAY00939,INV01106,2024-09-07,48170,Cheque
PAY00940,INV01107,2025-09-08,22612,UPI
PAY00941,INV01108,2025-03-19,5207,UPI
PAY00942,INV01109,2024-09-19,36414,UPI
PAY00943,INV01110,2025-10-07,47003,Cheque
PAY00944,INV01111,2024-06-23,46110,Cheque
PAY00945,INV01112,2024-10-18,43179,Bank Transfer
PAY00946,INV01113,2024-07-05,28491,Bank Transfer
PAY00947,INV01114,2025-02-25,4545,UPI
PAY00948,INV01115,2025-04-14,41589,Bank Transfer
PAY00949,INV01116,2024-11-05,32522,Cheque
PAY00950,INV01117,2025-04-13,44457,Card
PAY00951,INV01118,2025-12-10,29671,Bank Transfer
PAY00952,INV01119,2024-06-30,42535,Cheque
PAY00953,INV01120,2025-11-30,38027,Bank Transfer
PAY00954,INV01121,2025-10-20,25663,Card
PAY00955,INV01122,2025-10-02,7016,Cheque
PAY00956,INV01123,2026-01-31,26307,Card
PAY00957,INV01124,2025-09-19,35822,Bank Transfer
PAY00958,INV01125,2024-11-01,8189,Cheque
PAY00959,INV01126,2025-08-24,21097,Cheque
PAY00960,INV01127,2024-06-26,37363,Bank Transfer
PAY00961,INV01128,2025-08-08,9802,Bank Transfer
PAY00962,INV01129,2024-12-17,16443,Card
PAY00963,INV01130,2025-09-29,46054,Cheque
PAY00964,INV01131,2024-06-17,3431,Cheque
PAY00965,INV01132,2024-09-24,39962,UPI
PAY00966,INV01133,2024-08-09,41283,UPI
PAY00967,INV01134,2025-03-26,11203,UPI
PAY00968,INV01135,2025-05-09,9887,UPI
PAY00969,INV01136,2026-03-15,13124,Cheque
PAY00970,INV01137,2024-08-08,28918,Cheque
PAY00971,INV01138,2024-11-17,35330,Card
PAY00972,INV01139,2025-02-17,6331,UPI
PAY00973,INV01140,2024-09-27,1146,Card
PAY00974,INV01141,2024-05-16,12016,Card
PAY00975,INV01142,2025-08-07,46405,UPI
PAY00976,INV01143,2024-05-15,11690,Cheque
PAY00977,INV01144,2026-02-13,36654,Card
PAY00978,INV01145,2024-07-19,1122,Cheque
PAY00979,INV01146,2024-06-05,25325,Bank Transfer
PAY00980,INV01148,2025-11-07,46819,UPI
PAY00981,INV01149,2025-07-15,19297,Cheque
PAY00982,INV01150,2025-11-11,20531,Bank Transfer
PAY00983,INV01151,2024-04-06,48338,Cheque
PAY00984,INV01152,2024-04-09,49220,Bank Transfer
PAY00985,INV01153,2025-06-04,12920,Bank Transfer
PAY00986,INV01154,2024-04-24,9690,Card
PAY00987,INV01155,2025-10-06,23113,Bank Transfer
PAY00988,INV01156,2025-04-28,33896,Cheque
PAY00989,INV01157,2025-01-23,34164,Card
PAY00990,INV01158,2025-03-17,12550,Cheque
PAY00991,INV01159,2025-08-03,19509,UPI
PAY00992,INV01160,2024-03-11,41864,UPI
PAY00993,INV01161,2026-01-14,2356,Bank Transfer
PAY00994,INV01162,2024-03-24,30669,Bank Transfer
PAY00995,INV01163,2025-02-17,12700,Bank Transfer
PAY00996,INV01164,2025-06-06,6053,Card
PAY00997,INV01166,2024-10-06,26410,Card
PAY00998,INV01167,2024-09-26,18160,Card
PAY00999,INV01168,2024-07-09,49461,CHEQUE
PAY01000,INV01169,2024-09-02,3138,UPI
PAY01001,INV01170,2024-03-13,44160,UPI
PAY01002,INV01171,2025-05-14,36552,Cheque
PAY01003,INV01172,2025-05-03,38743,Cheque
PAY01004,INV01173,2024-06-01,8765,Bank Transfer
PAY01005,INV01174,2026-01-01,3910,Card
PAY01006,INV01175,2025-11-15,1026,UPI
PAY01007,INV01176,2024-05-21,16736,Cheque
PAY01008,INV01177,2024-11-20,7968,Cheque
PAY01009,INV01178,2026-02-11,46450,Cheque
PAY01010,INV01179,2025-10-29,42081,Cheque
PAY01011,INV01180,2024-04-13,7277,Cheque
PAY01012,INV01181,2024-05-01,27192,Cheque
PAY01013,INV01182,2025-01-31,31904,Bank Transfer
PAY01014,INV01183,2024-06-08,24327,Card
PAY01015,INV01184,2024-12-06,12411,UPI
PAY01016,INV01185,2024-11-24,6798,UPI
PAY01017,INV01186,2025-06-18,22407,Bank Transfer
PAY01018,INV01187,2025-08-21,22206,UPI
PAY01019,INV01188,2025-11-26,14264,Bank Transfer
PAY01020,INV01189,2026-01-06,39941,Cheque
PAY01021,INV01190,2026-02-19,6964,UPI
PAY01022,INV01191,2025-05-12,35467,Cheque
PAY01023,INV01192,2025-06-02,47135,UPI
PAY01024,INV01193,2025-03-02,41778,Bank Transfer
PAY01025,INV01195,2025-11-05,21869,Bank Transfer
PAY01026,INV01197,2026-02-27,13636,Card
PAY01027,INV01198,2025-03-11,40294,Bank Transfer
PAY01028,INV01199,2025-09-19,39304,Card
PAY01029,INV01200,2026-03-04,34911,UPI
PAY01030,INV01201,2024-11-27,8305,Cheque
PAY01031,INV01202,2024-04-13,4763,UPI
PAY01032,INV01203,2024-04-24,7164,Bank Transfer
PAY01033,INV01204,2025-03-31,19868,UPI
PAY01034,INV01205,2024-06-13,40574,Bank Transfer
PAY01035,INV01206,2025-01-10,19641,Bank Transfer
PAY01036,INV01207,2026-02-08,43349,Cheque
PAY01037,INV01208,2025-05-14,21750,Card
PAY01038,INV01209,2025-05-04,48328,Cheque
PAY01039,INV01210,2025-05-26,33003,Cheque
PAY01040,INV01211,2025-09-18,48307,Bank Transfer
PAY01041,INV01212,2024-07-07,26334,Bank Transfer
PAY01042,INV01213,2024-05-19,16572,Card
PAY01043,INV01215,2025-09-26,25264,Bank Transfer
PAY01044,INV01216,2025-11-05,9162,UPI
PAY01045,INV01219,2026-02-09,13759,Card
PAY01046,INV01220,2024-07-26,22241,Bank Transfer
PAY01047,INV01221,2026-01-04,41622,Bank Transfer
PAY01048,INV01222,2025-08-31,7221,Cheque
PAY01049,INV01223,2024-09-05,15355,UPI
PAY01050,INV01224,2024-12-14,45353,Bank Transfer
PAY01051,INV01225,2024-07-20,15214,UPI
PAY01052,INV01226,2025-10-22,8256,Bank Transfer
PAY01053,INV01227,2024-07-21,28590,Cheque
PAY01054,INV01228,2025-04-29,44230,UPI
PAY01055,INV01229,2024-05-27,33218,Bank Transfer
PAY01056,INV01230,2024-01-22,43482,Card
PAY01057,INV01231,2025-05-31,7916,Cheque
PAY01058,INV01233,2025-01-12,28276,UPI
PAY01059,INV01234,2025-12-11,25612,Card
PAY01060,INV01235,2025-08-27,25706,Card
PAY01061,INV01236,2025-10-13,49539,Cheque
